Class,Age,Sex,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Survived
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Male,Perished
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Survived
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Adult,Female,Perished
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Survived
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Male,Perished
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Survived
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Third Class,Child,Female,Perished
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
Crew,Adult,Male,Survived
